index,model,seed,suffix,train_spearman,val_spearman,test_spearman,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,embedding,strategy
0,KNN,0,,0.3834015166523985,0.20379497641824448,0.31946049056012255,0.14608262908335926,0.1582678943594579,0.15631165529606342,0.11577330210772832,0.1255943661971831,0.12105302325581396,onehot,random
1,Ridge,0,,0.7706853261129051,0.3277651165914384,0.4336521532279929,0.1078101988522388,0.15325708372822236,0.14804412994356317,0.08680097786589105,0.1236558678638338,0.11954464215186222,onehot,random
2,RandomForest,0,,0.8756238663712219,0.36751660591361235,0.47433973387187667,0.09643479312154941,0.15049003461169624,0.14717115097087716,0.07742334810453663,0.12081810273060273,0.11773672407308455,onehot,random
3,KNN,1,,0.5379335556624395,0.2701409436207476,0.30649770529062703,0.1387125141885398,0.15037308844237898,0.16033618750380657,0.10382201405152225,0.11746478873239435,0.12192558139534883,onehot,random
4,Ridge,1,,0.7855961771199157,0.32369983423785303,0.3235226314033638,0.10868210553980077,0.14276515311910387,0.15480859782226242,0.08556835081860409,0.11261751043923118,0.12370990354704935,onehot,random
5,RandomForest,1,,0.8811764940828104,0.34352806732318675,0.3434070451748668,0.10147839498440438,0.14099327070524298,0.151331172575205,0.07986143064683172,0.11256659730657967,0.12016381086936323,onehot,random
6,KNN,2,,0.5962339353868935,0.43000053750384354,0.26795379558907806,0.12949952302499124,0.14958446355517407,0.1653028228912439,0.09604215456674474,0.11070422535211266,0.12491162790697675,onehot,random
7,Ridge,2,,0.7717707639845544,0.45752937364491303,0.31930710328595546,0.10932335029625,0.14252136053266146,0.15064171810275342,0.0866191925221191,0.10926739427486262,0.11923250661820907,onehot,random
8,RandomForest,2,,0.9719704200072778,0.4976940264744047,0.287659779626051,0.054896643358138326,0.14168905252571143,0.15367016792997887,0.04238266978922717,0.10842347417840376,0.11914465116279067,onehot,random
